Name	Length	EffectiveLength	PBMC1.CC7W2ANXX.SM2.120717p2.C2	PBMC1.CC7W2ANXX.SM2.120717p2.C6	PBMC1.CC7W2ANXX.SM2.120717p3.B6	PBMC1.CC7W2ANXX.SM2.120717p4.A11	PBMC1.CC7W2ANXX.SM2.120717p4.A3	PBMC1.CC7W2ANXX.SM2.120717p4.B1	PBMC1.CC7W2ANXX.SM2.120717p4.C8	PBMC1.CC7W2ANXX.SM2.120717p4.D5	PBMC1.CC7W2ANXX.SM2.120717p4.E2	PBMC1.CC7W2ANXX.SM2.120717p4.E3	PBMC1.CC7W2ANXX.SM2.120717p4.F5	PBMC1.CC7W2ANXX.SM2.120717p4.H11	PBMC1.CC7W2ANXX.SM2.120717p5.A10	PBMC1.CC7W2ANXX.SM2.120717p5.B5	PBMC1.CC7W2ANXX.SM2.120717p5.C12	PBMC1.CC7W2ANXX.SM2.120717p5.D11	PBMC1.CC7W2ANXX.SM2.120717p5.G1	PBMC1.CC7W2ANXX.SM2.120717p5.G10	PBMC1.CC7W2ANXX.SM2.120717p5.G2	PBMC1.CC7W2ANXX.SM2.120717p6.A12	PBMC1.CC7W2ANXX.SM2.120717p6.C8	PBMC1.CC7W2ANXX.SM2.120717p6.D11	PBMC1.CC7W2ANXX.SM2.120717p6.E10	PBMC1.CC7W2ANXX.SM2.120717p6.F10	PBMC1.CC7W2ANXX.SM2.120717p6.G7	PBMC2.CC86JANXX.SM2.011818p1.A11	PBMC2.CC86JANXX.SM2.011818p1.A8	PBMC2.CC86JANXX.SM2.011818p1.C4	PBMC2.CC86JANXX.SM2.011818p1.E9	PBMC2.CC86JANXX.SM2.011818p3.A10	PBMC2.CC86JANXX.SM2.011818p3.B8	PBMC2.CC86JANXX.SM2.011818p3.C7	PBMC2.CC86JANXX.SM2.011818p3.D10	PBMC2.CC86JANXX.SM2.011818p3.E6	PBMC2.CC86JANXX.SM2.011818p3.F7	PBMC2.CC86JANXX.SM2.011818p3.F9	PBMC2.CC86JANXX.SM2.011818p3.G10	PBMC2.CC86JANXX.SM2.011818p3.G3	PBMC2.CC86JANXX.SM2.011818p3.H4	PBMC2.CC86JANXX.SM2.011818p4.A11	PBMC2.CC86JANXX.SM2.011818p4.A4	PBMC2.CC86JANXX.SM2.011818p4.A5	PBMC2.CC86JANXX.SM2.011818p4.A9	PBMC2.CC86JANXX.SM2.011818p4.B12	PBMC2.CC86JANXX.SM2.011818p4.B3	PBMC2.CC86JANXX.SM2.011818p4.C1	PBMC2.CC86JANXX.SM2.011818p4.C2	PBMC2.CC86JANXX.SM2.011818p4.C4	PBMC2.CC86JANXX.SM2.011818p4.C6	PBMC2.CC86JANXX.SM2.011818p4.D11	PBMC2.CC86JANXX.SM2.011818p4.D2	PBMC2.CC86JANXX.SM2.011818p4.D3	PBMC2.CC86JANXX.SM2.011818p4.E1	PBMC2.CC86JANXX.SM2.011818p4.E11	PBMC2.CC86JANXX.SM2.011818p4.E7	PBMC2.CC86JANXX.SM2.011818p4.F10	PBMC2.CC86JANXX.SM2.011818p4.F3	PBMC2.CC86JANXX.SM2.011818p4.F4	PBMC2.CC86JANXX.SM2.011818p4.F7	PBMC2.CC86JANXX.SM2.011818p4.G3	PBMC2.CC86JANXX.SM2.011818p4.G9	PBMC2.CC86JANXX.SM2.011818p4.H10	PBMC2.CC86JANXX.SM2.011818p4.H8	PBMC2.CC86JANXX.SM2.011818p5.A10	PBMC2.CC86JANXX.SM2.011818p5.A4	PBMC2.CC86JANXX.SM2.011818p5.B1	PBMC2.CC86JANXX.SM2.011818p5.B12	PBMC2.CC86JANXX.SM2.011818p5.B4	PBMC2.CC86JANXX.SM2.011818p5.C11	PBMC2.CC86JANXX.SM2.011818p5.C2	PBMC2.CC86JANXX.SM2.011818p5.C3	PBMC2.CC86JANXX.SM2.011818p5.D10	PBMC2.CC86JANXX.SM2.011818p5.E10	PBMC2.CC86JANXX.SM2.011818p5.E11	PBMC2.CC86JANXX.SM2.011818p5.E3	PBMC2.CC86JANXX.SM2.011818p5.E8	PBMC2.CC86JANXX.SM2.011818p5.E9	PBMC2.CC86JANXX.SM2.011818p5.G6	PBMC2.CC86JANXX.SM2.011818p5.G9	PBMC2.CC86JANXX.SM2.011818p5.H8
ENST00000392177.8|ENSG00000092820.18|OTTHUMG00000015917.2|-|EZR-203|EZR|2933|protein_coding|	2933	2605.77	0	1.20175	0	0.0193595	1124	5.11741e-06	0.000747942	193.396	0.0536656	0	335.562	0.609261	8.17726e-07	207	0.114026	297.548	354.431	248.193	0.000213622	0	0.000387228	1.20442e-08	313.378	0	186.166	46.7693	0.00894223	1.03472e-05	3.00687	121.628	0	80	0.102617	32	0.00115956	295.444	7.35107	0	111.591	0	30.933	0	130.287	5.01361e-06	0	71.9453	20.865	80.0144	0	0	0	4.76368e-07	0	0	23.5315	103.961	3.8076e-05	0	1	0.0115397	63	23.3996	0	0	0	11.0203	343.012	0	358.618	0	38.9759	0	8.49455e-06	3.53176	0	101	0.00471887	7.21055e-06	7.3108e-05	184.366
ENST00000367075.4|ENSG00000092820.18|OTTHUMG00000015917.2|OTTHUMT00000042878.2|EZR-202|EZR|3052|protein_coding|	3052	2724.77	99.9622	1761.91	590.614	0	0	849	0	1.4142	497.418	1150	1275.44	2060.25	1820.74	0	1931.58	115.452	118.569	894.537	6.85523e-07	0	186.189	532.624	2421.99	471.922	270.282	483.231	302.977	327.204	65.7772	151.774	0	0	205.897	0	106.379	108.599	122.239	0	144.697	333.722	225.78	0	0.00129265	165.049	0	229.055	281.497	207.976	0	41.8172	310.132	222.999	0	0	887.205	617.039	123	0	0	271.487	0	226.731	123.221	266.325	0	0	302.904	283.996	0	299	0	0	635.358	108.768	0	0	356.995	541.224	347	229.634
ENST00000646664.1|ENSG00000075624.16|OTTHUMG00000023268.12|OTTHUMT00000495815.2|ACTB-217|ACTB|1812|protein_coding|	1812	1484.77	1645.64	2279.67	12486.5	1614.72	407.13	8.43708	1322.76	2251.44	1052.23	1378.17	2690.19	171.035	587.183	1505.02	713.925	0	499.038	449.759	831.529	1084.11	1565.44	1349	2467.44	146.733	352.47	1871.08	1820.92	619.229	2052.25	676.034	475.041	238.554	659.524	1375.93	1034.47	1403.56	2109.47	1275.75	3671.82	1075.28	1531.6	1309.89	1287.75	4623.65	521.029	1427.28	1225.69	1474.14	960.212	1128.93	864.993	1091.57	2150.87	1582.97	1380.25	415.522	246.47	933.139	2514.1	1123.12	811.495	1054.08	1236.96	1675.55	1263.85	1124.91	941.769	1667.83	960.67	2512.85	606.131	2076.5	1201.36	7238.74	2148.01	713.085	471.604	1305.16	1947.73	1059.45
ENST00000493945.6|ENSG00000075624.16|OTTHUMG00000023268.12|OTTHUMT00000324023.3|ACTB-212|ACTB|1495|protein_coding|	1495	1167.77	259.362	152.41	3058.53	431.465	22.2371	0	201.589	460.068	611.657	297.394	192.481	147.858	260.813	604.284	401.856	27.8317	326.32	0	610.321	257.56	457.332	526.821	609.619	207.506	25.5247	296.464	12.1068	172.2	231.761	118.902	27.9286	43.4137	57.0452	4.90917	36.6767	176.815	174.868	0.00710601	623.657	368.199	1.06639	229.184	211.09	1015.99	9.79045	335.008	63.1283	264.184	42.891	103.324	255.226	104.132	278.393	194.032	318.801	142.521	73.5304	125.397	2.70019	111.872	229.139	273.713	191.583	225.759	67.3749	257.993	296.763	446.77	121.816	432.406	188.212	298.5	139.831	1152.15	408.444	375.981	237.273	156.649	211.311	356.476
ENST00000645576.1|ENSG00000075624.16|OTTHUMG00000023268.12|OTTHUMT00000495152.1|ACTB-215|ACTB|1009|protein_coding|	1009	681.766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.87062	0	0	41.5005	0	0	74.7804	0	0.351878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.1354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000432588.5|ENSG00000075624.16|OTTHUMG00000023268.12|OTTHUMT00000324026.2|ACTB-204|ACTB|568|protein_coding|	568	260.124	0	0	15.5849	0	0	0	7.02493	0	0	0	0	0	0	0	0	0	0	0	112.223	0	5.87344	0	0	0	0	0	0	0	0	0	0	0	3.73356	0	0	0	0	1.72872e-07	0	0	0	0	0	0	0	0	0	0	0	0	11.3407	0	0	0	0	0	0	0	0	0	4.18517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.8892	0
ENST00000352983.7|ENSG00000147604.14|OTTHUMG00000134312.5|OTTHUMT00000259287.2|RPL7-201|RPL7|1233|protein_coding|	1233	905.766	1072.12	491.952	485.992	565.377	120.23	650.523	163.443	1024.32	760.238	1189.72	1022.45	975.821	478.604	1171.2	843.57	689.504	780.272	232.469	3171.59	372.755	493.535	292.785	1395.32	515.456	1172.55	317.661	688.995	103.12	117.138	230.93	190.73	225.315	265.772	222.088	481.864	364.415	926.709	825.292	562.788	415.612	267.391	236.79	287.635	233.432	106.632	500.216	126.202	119.289	323.798	270.775	183.229	79.9072	405.319	216.815	389.835	551.98	215.411	230.924	744.74	227.482	499.957	850.805	363.636	651.917	498.023	364.928	149.943	367.115	555.864	634.959	89.0582	718.027	337.357	340.443	531.354	331.504	133.387	236.117	561.913	612.908
ENST00000396467.5|ENSG00000147604.14|OTTHUMG00000134312.5|OTTHUMT00000259288.2|RPL7-204|RPL7|1526|protein_coding|	1526	1198.77	0	0	1.88385	0	0	0	0	0	1.82359	0	0	0	0	0	0	1.85221	0	0	0	0	0	0	0	36.6487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.6008	0	0	0	0	0	61.8457	0	0	0	0	1.85736	0	0	5.4449	0	0	1.85478	0	0	1.83991	0	0	0	0	0	1.75586	0	0	0	0	0	0	0	0	0	0	1.81777	0
ENST00000396466.5|ENSG00000147604.14|OTTHUMG00000134312.5|OTTHUMT00000259290.1|RPL7-203|RPL7|762|protein_coding|	762	439.455	1059.81	535.969	646.078	467.202	123.77	589.558	162.125	1070.34	714.305	950.255	812.374	958.521	511.295	1227.67	674.638	820.424	919.697	229.745	2899.13	280.734	599.015	241.202	1227.66	556.662	1071.97	385.339	755.364	91.8796	141.548	192.07	217.848	171.685	329.074	273.91	533.018	263.574	756.291	894.997	565.339	339.386	257.609	169.898	320.365	257.528	122.935	656.318	71.7981	107.483	270.769	214.731	156.568	195.093	458.824	184.185	391.165	471.57	219.596	240.905	1014.95	298.477	611.545	713.174	367.041	587.401	330.174	287.639	135.646	309.889	567.135	645.647	110.922	746.328	290.584	364.557	480.262	282.156	216.606	189.883	475.053	714.997
ENST00000435330.5|ENSG00000147604.14|OTTHUMG00000134312.5|OTTHUMT00000259292.2|RPL7-206|RPL7|445|protein_coding|	445	163.751	0	0	0	0	0	0	22.067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.8621	0	0	0	0	0	0	2.8198	0	0	0	0	0	0	0	0	0	0	6.36592	0	0	0	23.2353	0	24.1527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000431653.1|ENSG00000147604.14|OTTHUMG00000134312.5|OTTHUMT00000259291.2|RPL7-205|RPL7|563|protein_coding|	563	255.849	0	0	0	0	0	0	0	0	0	0	0	0	1.46003	0	0	0	0	0	0	0	0	0	0	39.502	0	0	0	0	0	0	7.47506	0	0	0	0	0	0	0	1.40241	0	0	44.7152	0	0	0	35.0808	0	25.2607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32104	0	0	0	0	0
ENST00000520868.5|ENSG00000070756.16|OTTHUMG00000164779.4|OTTHUMT00000380216.1|PABPC1-216|PABPC1|971|protein_coding|	971	644.902	104.248	59.0118	84.5795	79.6	2.88304	0	0	92.3474	97.7533	2.13749	16.4037	48.3555	0	0	142.641	10.0487	7.14758	138.122	0	64.153	12.1715	22.2605	116.071	0	22.679	91.528	182.429	0.870825	94.9978	43.0297	86.2935	0	117.933	161.551	214.022	101.265	195.247	46.9115	119.838	153.405	199.574	162.795	156.584	169.69	79.7271	198.727	39.7897	76.0232	11.5945	125.017	91.2073	60.6086	58.793	2.40211	252.173	71.6183	16.9459	185.197	473.632	66.4066	241.14	97.9413	298.4	302.088	0	280.234	243.458	155.445	74.8068	207.865	23.6127	121	207.655	424.948	121.87	128.198	323.715	109.041	202.086	102.548
ENST00000318607.10|ENSG00000070756.16|OTTHUMG00000164779.4|OTTHUMT00000380217.2|PABPC1-201|PABPC1|2861|protein_coding|	2861	2533.77	12.8002	0	38.5296	124.01	0	0	26.3768	12.0907	0	30.6816	331.178	0	0	294.906	42.7646	275.469	0	32.3381	114.054	7.8589	5.53963	37.7797	0	249.317	34.5335	75.7204	18.9724	0	45.1616	0	25.3341	0	19.5996	6.72574	31.703	0	20.9784	4.96153	8.30361	10.9489	6.54723	15.5629	19.2527	42.9209	0	57.1173	0	32.124	26.2539	0	0	47.4646	0	14.5271	182.883	17.7885	41.5785	5.46789	6.04636	19.4764	44.1451	0	36.6509	166.446	168.086	86.4571	61.1023	25.2768	14.7017	29.3023	0	23.6819	16.9015	66.1095	53.8058	42.0303	0	0	65.0277	127.089
ENST00000519004.5|ENSG00000070756.16|OTTHUMG00000164779.4|OTTHUMT00000380218.1|PABPC1-208|PABPC1|2401|protein_coding|	2401	2073.77	22.9257	0	284.738	86.4741	0	0	56.4105	67.7723	69.7892	34.3345	379.445	51.3466	0	290.193	37.6894	368.04	80.7905	66.7813	132.963	46.091	25.2922	10.6388	27.7449	277.328	629.397	66.5319	58.3612	29.5404	81.9863	29.9509	210.15	329.446	1.21674	0.159253	134.5	0	30.7088	0	127.273	21.152	0	28.0789	15.7751	218.126	32.4289	224.059	24.9057	28.9702	4.40085	36.9708	18.89	255.241	30.5758	0	82.9993	43.7577	79.7321	0	63.1963	0	11.2165	22.97	77.0313	308.998	79.613	17.8014	78.8756	66.686	36.3223	246.082	258.203	103.575	39.4737	25.1744	18.8168	183.168	52.535	56.4377	8.9747e-06	105.594
ENST00000522387.5|ENSG00000070756.16|OTTHUMG00000164779.4|OTTHUMT00000380219.1|PABPC1-219|PABPC1|2331|protein_coding|	2331	2003.77	5.39449	9.81294	0	0	0	0	11.3933	17.443	0	0	91.8704	46.4323	16.6795	0	0.00386775	13.0409	0	0	0	0	38.3686	17.8722	15.0212	43.2042	0	0	0	0	29.9733	0	0	26.0016	10.7539	0	7.56936	159.916	43.6524	5.93645	18.3346	0	33.9264	0	44.3806	0	0	1.83998e-08	0	0	0	0	13.3823	0	2.0275e-05	0	0	0	0	10.0426	3.19959e-06	3.75977	0	6.44693	143.153	76.3405	366.064	4.98641	0	8.52574	6.25642	208.161	9.54635	18.9907	11.2337	0	0.0113241	30.0013	21.8935	0	29.4005	0
ENST00000517990.5|ENSG00000070756.16|OTTHUMG00000164779.4|OTTHUMT00000380221.1|PABPC1-204|PABPC1|487|protein_coding|	487	194.198	160.013	117.45	254.392	78.3955	11.117	53.0657	66.2865	76.9082	324.509	10.2679	195.51	445.99	155.028	188.85	421.995	196.54	103.734	268.106	17.2483	86.9075	120.277	38.7891	213.684	274.915	368.344	14.6095	124.864	72.5794	129.718	72.9435	63.3142	39.9428	93.4965	79.2436	139.64	130.521	108.525	118.432	129.25	170.591	118.784	52.1893	111.435	208.984	83.7232	224.104	43.0692	81.1114	22.4617	47.4048	73.8286	92.1245	99.3634	18.8882	169.944	109.147	58.9722	195.65	248.596	77.4942	71.3197	71.5267	260.597	222.226	168.48	108.892	118.336	176.012	112.985	423.809	121.812	183.872	83.8073	314.851	177.749	207.707	209.829	65.433	167.413	71.1536
ENST00000522658.5|ENSG00000070756.16|OTTHUMG00000164779.4|OTTHUMT00000380222.1|PABPC1-220|PABPC1|736|protein_coding|	736	414.241	145.49	123.188	189.403	0	0	66.4684	60.8756	38.1923	63.8465	0	72.0731	187.573	126.389	82.1164	158.503	42.811	76.4993	135.899	0	0	178.447	14.9174	63.9354	163.363	186.975	0	4.37386	58.3686	49.1634	0	0	11.6638	0	0	96.3475	7.86133	11.3358	51.3598	0	33.6447	0	0	4.32089	10.4908	27.9907	0	32.0861	24.7031	13.6304	0	2.69184	15.2637	21.5697	17.0849	0	14.2916	36.7713	0	0	0	0	0	38.7622	0	19.648	0	0	1.04974	5.00771	134.84	17.5677	65.2402	0	0	28.0946	0.000226004	0	0.872472	0	0
ENST00000610907.1|ENSG00000070756.16|OTTHUMG00000164779.4|-|PABPC1-224|PABPC1|1569|protein_coding|	1569	1241.77	0	0	0	0	0	0	0	0	0	0	0	0	0	16.1131	0	1.66889e-06	24.6199	0	86.1039	10.5146	0	0	0	0	0	0	0	0	0	0	0	49.9429	0	0	0	0	0	0	0	0	0	0	0	9.68636	0	0.000215622	0	0	0	0	0	5.33938	0	11.4789	0	0	0	0	0	0	0	0.148656	0	0	93.3563	0	0	0	0	0	0.000120667	0	0	0	0	0	0	0	0	0
ENST00000517403.5|ENSG00000070756.16|OTTHUMG00000164779.4|OTTHUMT00000380224.1|PABPC1-202|PABPC1|560|protein_coding|	560	253.334	20.3453	0	3.08412	0	0	0	8.76977	0	0	0	0	0	0	0	0	16.3273	0	0	0	1.09034	13.8622	0	0	38.1356	0	1.88124	0	0.429224	0	0	0	0	0	0	0	0	13.5508	2.61101	0	0	0	0	0	0	2.88326	0	0	6.62388	0	0	0	0	0	0	0	0	0	1.52591	0	0	0.636015	0	17.5111	0	0	0	0	0	0	31.63	0	4.51817	0.117706	0	0	4.34574	0	0	0	0
ENST00000519100.5|ENSG00000070756.16|OTTHUMG00000164779.4|OTTHUMT00000380228.1|PABPC1-209|PABPC1|851|protein_coding|	851	526.499	0	0	0	0	0	21.8938	0	0.00271569	0	7.75182	9.26981	0	0	0.000884981	0	22.3288	6.39754	1.68755	4.63162	8.38347	0	0	0	0	6.04614e-06	0	0	0	0	0	2.59943	0	0	0	0	0	0	2.1919	0	0	0	7.76914	3.12566	3.10092	0	0	0	6.69223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.59605	0	0.0773208	0	11.5807	0	22.7921	0	0	0	6.69112	0	0	0	0	0	0	0
ENST00000395958.6|ENSG00000164924.18|OTTHUMG00000134291.9|OTTHUMT00000504474.2|YWHAZ-207|YWHAZ|5011|protein_coding|	5011	4683.77	0	4.03857	0	0	0	3.62348	0	0	0.000206113	0	0	0	0	13.5868	0	15.515	0	0	0	6.53265	0	0	0	15.6161	0	0	0	0	0	13.8071	0	0	0	1.80317	0	0	50.6599	0	0	0	8.95073	0	0	0	0	51.9401	0	0	7.76236	0	7.16416	0	0	0	0	0	3.3762	21.5185	0	0	0	0	0	4.86777	0	0	19.8571	0	0	0	0	0	0	0	0	0	0	2.81372	0	0
ENST00000395957.6|ENSG00000164924.18|OTTHUMG00000134291.9|OTTHUMT00000259017.2|YWHAZ-206|YWHAZ|5248|protein_coding|	5248	4920.77	11.4461	0	27.4877	0	33.5837	0	0	0	39.6678	41.3971	39.4135	58.7474	0	0	0	0	0	0	63.8714	0	0	25.2838	10.6594	0.000171772	10.352	87.8985	0	0	0	5.75944e-08	0	0	20.0555	0	0	10.4071	0	0	53.9142	40.6906	0	18.3477	41.1295	35.9774	0	0	0	0	0	15.443	0	12.5936	5.29028	20.7055	14.8691	0	0	0	0	4.55105	20.5974	6.09377	21.785	0	55.0538	21.0302	0	31.4092	11.7179	26.003	0	0	23.3404	180.445	12.9628	52.5239	29.7346	0	0	29.4045
ENST00000457309.2|ENSG00000164924.18|OTTHUMG00000134291.9|-|YWHAZ-211|YWHAZ|3007|protein_coding|	3007	2679.77	105.549	77.6088	192.955	0	389.297	822.576	0	0	39.7413	0	207.713	0	0	0	5.27021	0	0	0	1186.64	0	0	114.209	0	46.1987	2.11323	83.7139	16.7151	122	0	0	21.2378	0	131.465	0	136.831	0	0	0	0	320.337	0	80.6211	15.375	200.452	0	65.5564	0	0	2.81438	0	0	0	0	0	0	0	0	0	15.1285	6.41981	0	21.0818	131.92	143.539	288.5	88.5429	64.0063	0	0	0	90.473	0	33.7814	129.871	1.6501e-07	120.444	161.71	0	0	0
ENST00000395956.7|ENSG00000164924.18|OTTHUMG00000134291.9|OTTHUMT00000259020.1|YWHAZ-205|YWHAZ|2974|protein_coding|	2974	2646.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.7013	0	0	0	0	0	0.015111	0	0	0	0	0
ENST00000353245.7|ENSG00000164924.18|OTTHUMG00000134291.9|OTTHUMT00000259018.1|YWHAZ-201|YWHAZ|2829|protein_coding|	2829	2501.77	103.033	149.311	565.871	611.53	647.852	63.9259	90.198	306.956	219.495	36.6371	807.752	935.781	74.3375	0	27.3713	11.6646	414.463	356.229	431.62	17.915	0	160.855	588.442	21.0295	378.338	41.2556	662.721	0	44.6016	237.969	165.227	46.0928	535.119	0	109.672	162.861	37.0675	92.7642	546.092	370.221	0.248732	144.207	20.3351	843.311	7.89152	222.827	8.13194	6	65.2489	199.57	54.6797	147.989	62.5204	674.578	580.259	31.2882	22.8632	56.1878	224.223	10.7102	3.15967e-07	147.014	273.631	221.251	635.617	519.178	64.0229	134.469	90.2968	284.212	194.963	0	92.5972	387.535	279.544	171.736	383.179	423.161	66.9493	128.476
ENST00000522542.5|ENSG00000164924.18|OTTHUMG00000134291.9|OTTHUMT00000380239.1|YWHAZ-219|YWHAZ|1394|protein_coding|	1394	1066.77	97.9437	0	4.21064	65.4813	0	0	9.12195	0	12.4497	0	66.3382	3.34321e-06	0	0.010565	28.062	0.303768	73.4385	375.294	0	184.744	11.5433	0	0.00166442	130.442	132.461	0.180053	0.0010163	0	178.341	2.04281e-06	0	132.527	0	42.5899	19.0248	0.000386036	4.67643	237.574	0.0318935	5.49308e-07	95.6328	184.041	0.0618512	0.939896	63.3426	95.6659	17.7063	0	0.00484474	3.35188e-06	0.00238603	91.555	5.89164	243.391	0	63.3619	35.6335	0	30.3991	94.676	2.35746	4.33257	48.2505	0	9.64053e-06	1.23616e-06	0	25.5731	5.74099	0.00989842	0	0	253.888	0.432372	0	1.94574e-07	15.032	20.8259	344.917	13.7104
ENST00000521309.5|ENSG00000164924.18|OTTHUMG00000134291.9|OTTHUMT00000380240.1|YWHAZ-216|YWHAZ|1399|protein_coding|	1399	1071.77	66.1415	14.4134	325.012	0.556415	109.835	0	159.333	16.9559	86.9096	456.926	32.7149	34.6749	68.3536	75.7602	0.490034	83.1433	0	18.9017	93.24	2.23032	0.0979168	27.8546	70.5236	1.60897	17.8451	727.507	186.992	0	2.05303	42.4018	36.4643	1.62047	54.0959	0.911626	0.205465	58.1047	248.52	3.23363	533.246	184.216	1.05968	2.32069	382.387	298.051	1.82941	176.931	0	0	240.87	45.0625	129.519	2.19585	150.611	3.82409	104.002	0.665693	0.97639	72.9218	0.249636	2.44071	352.124	370.963	0.447669	139.661	287.143	122.282	0	129.751	261.759	133.913	0	0	208.597	245.645	25.8492	141.561	156.198	0.284936	3.56205	95.3006
ENST00000522819.5|ENSG00000164924.18|OTTHUMG00000134291.9|OTTHUMT00000380242.1|YWHAZ-220|YWHAZ|875|protein_coding|	875	550.105	0	0	0	0	0	0	0	0	0	0	0	0	0	11.8943	6.37011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.9876	0	0	0	0	2.84592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.9349	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000395953.6|ENSG00000164924.18|OTTHUMG00000134291.9|OTTHUMT00000259025.2|YWHAZ-204|YWHAZ|994|protein_coding|	994	667.602	40.0137	26.0505	12.9865	0	37.9315	0	69.6269	0	181.385	279.748	79.5949	207.943	112.289	36.7239	63.4854	102.67	62.0855	7.81691	4.35533	122.952	0	37.4973	38.2342	109.904	266.004	119.035	31.9279	0	0	0	0	89.9286	87.1665	0.1633	0.0882422	7.44776	5.44698	71.9256	17.2908	4.62144e-07	0	0	149.012	28.7443	62.2236	54.1085	6.3693	0	7.01414	137.542	31.2541	54.3821	35.0022	9.18656	123.723	13.8929	0	9.48898	0	62.2374	163.33	107.267	0	9.07413e-06	56.9633	104.926	0.00217596	49.0468	34.476	0	0	0	99.4664	84.4304	0	15.779	3.925e-08	0	35.3853	220.558
ENST00000395948.6|ENSG00000164924.18|OTTHUMG00000134291.9|OTTHUMT00000259024.2|YWHAZ-202|YWHAZ|812|protein_coding|	812	488.158	16.9331	0	0	0	0	0	0	0	0	0	0	0	0	0	15.3458	0	0	0	0	0	2.40023	0	0	23.6833	1.96657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.37298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000395951.7|ENSG00000164924.18|OTTHUMG00000134291.9|OTTHUMT00000259027.1|YWHAZ-203|YWHAZ|964|protein_coding|	964	638.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000915746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51862	56.4279	0	0	0	0
ENST00000419477.6|ENSG00000164924.18|OTTHUMG00000134291.9|OTTHUMT00000259026.1|YWHAZ-209|YWHAZ|891|protein_coding|	891	565.904	51.0585	26.5222	109.637	0	65.8043	0	130.88	33.0741	110.128	0.0314185	0.000210315	3.57865	0.0100756	125.63	52.2968	4.62041e-08	0	179.443	158.352	72.9421	7.69071	63.9602	14.0643	76.4798	1.36821	40.3065	0	0	55.4433	0	1.89027	0	13.9621	11.3022	4.89063	0	49.6739	40.8005	108.073	27.8782	15.5236	36.0595	52.7621	0.029579	18.5893	76.1397	30.2067	0	0	0.294007	4.29724	0.000389956	51.382	46.0058	0	0.469979	25.3208	21.4265	0	26.7569	155.929	0.00402253	1.29059e-05	0	103.21	5.39556e-07	39.3308	35.2104	114.539	0	0	0	42.7778	34.3561	0	9.65137e-06	0.711073	0	102.594	0.00127471
ENST00000521607.5|ENSG00000164924.18|OTTHUMG00000134291.9|OTTHUMT00000380243.2|YWHAZ-218|YWHAZ|750|protein_coding|	750	427.771	5.56979e-08	45.882	93.0585	0	0.249351	0	58.839	12.3604	31.9697	79.5168	154.432	93.7551	47.8904	0	19.3084	18.8276	36.4142	11.646	129.01	26.8286	0	25.055	45.0673	11.8286	30.0611	108.174	12.9985	0	28.5613	0	12.2203	0	36.7643	5.01517	6.61611	0.111011	25.6486	32.975	83.3746	0.00564824	19.2479	53.8128	3.51147	118.109	0	29.6337	10.5858	0	79.5657	16.8202	36.4731	16.6838	50.0569	4.59062e-06	0	19.0274	5.12748	10.8362	0	15.6014	0.0623374	0.00631715	4.12826	32.3696	10.1935	36.1747	34.8474	16.8571	36.3273	39.7173	2.56375	0	56.1286	31.8806	0	20.2297	69.6802	5.08852	10.1282	21.9662
